"Year","Month","er_MSL","er_SLG1","er_SLG2","er_SLG3","er_SLG4","er_SLG5","er_SLG6","er_SLG7","er_SLG8","er_SLG9","er_SLG10","er_SLG11","er_SLG12","er_SLG13","er_CaG1","er_CaG2","er_CaG3","er_CaG4","er_CaG5","er_CaG6","MeanNoMG","MeanW_MG"
"1898","3","173.955","174.037","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.037","173.996"
"1898","4","174.131","174.219","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.219","174.175"
"1898","5","174.177","174.259","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.259","174.218"
"1898","6","174.186","174.277","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.277","174.2315"
"1898","7","174.119","174.204","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.204","174.1615"
"1898","8","174.058","174.186","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.186","174.122"
"1898","9","173.942","174.076","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.076","174.009"
"1898","10","173.881","174.046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.046","173.9635"
"1898","11","173.845","174.046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.046","173.9455"
"1898","12","173.793","174.061","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.061","173.927"
"1899","1","173.839","174.067","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.067","173.953"
"1899","2","173.775","173.866","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.866","173.8205"
"1899","3","173.888","173.988","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.988","173.938"
"1899","4","173.979","174.033","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.033","174.006"
"1899","5","174.073","174.122","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.122","174.0975"
"1899","6","174.11","174.18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.18","174.145"
"1899","7","174.08","174.165","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.165","174.1225"
"1899","8","174.003","174.049","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.049","174.026"
"1899","9","173.894","173.991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.991","173.9425"
"1899","10","173.82","173.863","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.863","173.8415"
"1899","11","173.824","173.884","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.884","173.854"
"1899","12","173.738","174.006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.006","173.872"
"1900","1","173.744","173.948","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.948","173.846"
"1900","2","173.808","173.912","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.912","173.86"
"1900","3","173.915","173.966","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.966","173.9405"
"1900","4","174.009","174.07","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.07","174.0395"
"1900","5","174.058","174.122","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.122","174.09"
"1900","6","174.083","174.146","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.146","174.1145"
"1900","7","174.04","174.152","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.152","174.096"
"1900","8","174.031","174.116","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.116","174.0735"
"1900","9","173.933","174.046","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.046","173.9895"
"1900","10","173.86","173.924","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.924","173.892"
"1900","11","173.778","173.976","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.976","173.877"
"1900","12","173.769","173.957","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.957","173.863"
"1901","1","173.738","173.945","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.945","173.8415"
"1901","2","173.631","173.704","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.704","173.6675"
"1901","3","173.595","173.668","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.668","173.6315"
"1901","4","173.72","173.732","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.732","173.726"
"1901","5","173.726","173.765","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.765","173.7455"
"1901","6","173.851","173.927","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.927","173.889"
"1901","7","173.909","173.985","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.985","173.947"
"1901","8","173.869","173.93","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.93","173.8995"
"1901","9","173.848","173.945","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.945","173.8965"
"1901","10","173.732","173.878","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.878","173.805"
"1901","11","173.68","173.835","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.835","173.7575"
"1901","12","173.689","173.829","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.829","173.759"
"1902","1","173.656","173.841","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.841","173.7485"
"1902","2","173.519","173.652","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.652","173.5855"
"1902","3","173.613","173.701","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.701","173.657"
"1902","4","173.781","173.884","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.884","173.8325"
"1902","5","173.894","173.948","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.948","173.921"
"1902","6","173.973","174.033","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.033","174.003"
"1902","7","174.165","174.247","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.247","174.206"
"1902","8","174.162","174.216","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.216","174.189"
"1902","9","174.052","174.113","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.113","174.0825"
"1902","10","174.025","174.143","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.143","174.084"
"1902","11","173.942","174.064","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.064","174.003"
"1902","12","173.881","174.03","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.03","173.9555"
"1903","1","173.82","174.037","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.037","173.9285"
"1903","2","173.845","173.933","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.933","173.889"
"1903","3","174.022","174.061","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.061","174.0415"
"1903","4","174.256","174.274","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.274","174.265"
"1903","5","174.269","174.29","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.29","174.2795"
"1903","6","174.256","174.311","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.311","174.2835"
"1903","7","174.235","174.32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.32","174.2775"
"1903","8","174.168","174.216","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.216","174.192"
"1903","9","174.116","174.195","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.195","174.1555"
"1903","10","174.012","174.134","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.134","174.073"
"1903","11","173.866","174.03","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.03","173.948"
"1903","12","173.763","174.027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.027","173.895"
"1904","1","173.729","173.735","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.735","173.732"
"1904","2","173.76","173.808","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.808","173.784"
"1904","3","173.939","173.979","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.979","173.959"
"1904","4","174.281","174.293","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.293","174.287"
"1904","5","174.342","174.396","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.396","174.369"
"1904","6","174.4","174.475","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.475","174.4375"
"1904","7","174.366","174.451","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.451","174.4085"
"1904","8","174.272","174.363","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.306","NA","NA","NA","NA","NA","NA","NA","174.3345","174.313666666667"
"1904","9","174.192","174.277","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.212","NA","NA","NA","NA","NA","NA","NA","174.2445","174.227"
"1904","10","174.083","174.207","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.074","NA","NA","NA","NA","NA","NA","NA","174.1405","174.121333333333"
"1904","11","173.973","174.116","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.116","174.0445"
"1904","12","173.857","174.061","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.061","173.959"
"1905","1","173.79","173.942","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.942","173.866"
"1905","2","173.695","173.787","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.787","173.741"
"1905","3","173.686","173.814","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.814","173.75"
"1905","4","173.884","173.957","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.957","173.9205"
"1905","5","174.076","174.137","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.137","174.1065"
"1905","6","174.235","174.317","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.317","174.276"
"1905","7","174.259","174.411","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.279","NA","NA","NA","NA","NA","NA","NA","174.345","174.316333333333"
"1905","8","174.201","174.344","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.218","NA","NA","NA","NA","NA","NA","NA","174.281","174.254333333333"
"1905","9","174.128","174.283","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.129","NA","NA","NA","NA","NA","NA","NA","174.206","174.18"
"1905","10","174.031","174.226","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.983","NA","NA","NA","NA","NA","NA","NA","174.1045","174.08"
"1905","11","173.915","174.101","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.858","NA","NA","NA","NA","NA","NA","NA","173.9795","173.958"
"1905","12","173.909","174.146","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.873","NA","NA","NA","NA","NA","NA","NA","174.0095","173.976"
"1906","1","173.918","174.131","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.825","NA","NA","NA","NA","NA","NA","NA","173.978","173.958"
"1906","2","173.915","173.997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.901","NA","NA","NA","NA","NA","NA","NA","173.949","173.937666666667"
"1906","3","173.848","173.927","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.849","NA","NA","NA","NA","NA","NA","NA","173.888","173.874666666667"
"1906","4","173.976","174.049","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.998","NA","NA","NA","NA","NA","NA","NA","174.0235","174.007666666667"
"1906","5","174.058","174.113","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.074","NA","NA","NA","NA","NA","NA","NA","174.0935","174.081666666667"
"1906","6","174.119","174.18","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.148","NA","NA","NA","NA","NA","NA","NA","174.164","174.149"
"1906","7","174.144","174.201","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.169","NA","NA","NA","NA","NA","NA","NA","174.185","174.171333333333"
"1906","8","174.137","174.186","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.175","NA","NA","NA","NA","NA","NA","NA","174.1805","174.166"
"1906","9","174.052","174.113","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.093","NA","NA","NA","NA","NA","NA","NA","174.103","174.086"
"1906","10","174.009","174.107","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.986","NA","NA","NA","NA","NA","NA","NA","174.0465","174.034"
"1906","11","173.997","174.128","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.971","NA","NA","NA","NA","NA","NA","NA","174.0495","174.032"
"1906","12","174.073","174.168","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.029","NA","NA","NA","NA","NA","NA","NA","174.0985","174.09"
"1907","1","174.177","174.32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.151","NA","NA","NA","NA","NA","NA","NA","174.2355","174.216"
"1907","2","174.086","174.165","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.099","NA","NA","NA","NA","NA","NA","NA","174.132","174.116666666667"
"1907","3","174.019","174.088","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.032","NA","NA","NA","NA","NA","NA","NA","174.06","174.046333333333"
"1907","4","174.165","174.21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.148","NA","NA","NA","NA","NA","NA","NA","174.179","174.174333333333"
"1907","5","174.214","174.277","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.227","NA","NA","NA","NA","NA","NA","NA","174.252","174.239333333333"
"1907","6","174.333","174.381","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.358","NA","NA","NA","NA","NA","NA","NA","174.3695","174.357333333333"
"1907","7","174.345","174.424","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.34","NA","NA","NA","NA","NA","NA","NA","174.382","174.369666666667"
"1907","8","174.259","174.332","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.263","NA","NA","NA","NA","NA","NA","NA","174.2975","174.284666666667"
"1907","9","174.18","174.265","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.16","NA","NA","NA","NA","NA","NA","NA","174.2125","174.201666666667"
"1907","10","174.156","174.262","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.132","NA","NA","NA","NA","NA","NA","NA","174.197","174.183333333333"
"1907","11","174.07","174.238","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.035","NA","NA","NA","NA","NA","NA","NA","174.1365","174.114333333333"
"1907","12","174.022","174.21","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.992","NA","NA","NA","NA","NA","NA","NA","174.101","174.074666666667"
"1908","1","174.116","174.283","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.081","NA","NA","NA","NA","NA","NA","NA","174.182","174.16"
"1908","2","174","174.116","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.962","NA","NA","NA","NA","NA","NA","NA","174.039","174.026"
"1908","3","174.141","174.186","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.186","174.1635"
"1908","4","174.329","174.378","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.337","NA","NA","NA","NA","NA","NA","NA","174.3575","174.348"
"1908","5","174.403","174.454","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.443","NA","NA","NA","NA","NA","NA","NA","174.4485","174.433333333333"
"1908","6","174.403","174.463","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.463","174.433"
"1908","7","174.345","174.402","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.402","174.3735"
"1908","8","174.287","174.341","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.341","174.314"
"1908","9","174.15","174.219","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.219","174.1845"
"1908","10","174.037","174.073","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.073","174.055"
"1908","11","173.854","174.079","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.079","173.9665"
"1908","12","173.766","174.009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.009","173.8875"
"1909","1","173.772","173.869","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.869","173.8205"
"1909","2","173.775","173.89","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.89","173.8325"
"1909","3","173.872","173.942","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.942","173.907"
"1909","4","173.964","174.027","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.027","173.9955"
"1909","5","174.205","174.274","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.274","174.2395"
"1909","6","174.311","174.347","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.347","174.329"
"1909","7","174.25","174.341","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.341","174.2955"
"1909","8","174.192","174.229","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.229","174.2105"
"1909","9","174.055","174.113","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.113","174.084"
"1909","10","173.872","174.037","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.037","173.9545"
"1909","11","173.827","173.912","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.912","173.8695"
"1909","12","173.76","174.037","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.037","173.8985"
"1910","1","173.717","173.82","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.82","173.7685"
"1910","2","173.689","173.726","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.726","173.7075"
"1910","3","173.842","173.881","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.881","173.8615"
"1910","4","173.97","173.994","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.994","173.982"
"1910","5","174.119","174.189","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.189","174.154"
"1910","6","174.131","174.183","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.183","174.157"
"1910","7","174.067","174.134","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.134","174.1005"
"1910","8","174.009","174.067","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.067","174.038"
"1910","9","173.952","173.963","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.963","173.9575"
"1910","10","173.909","174","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174","173.9545"
"1910","11","173.781","173.924","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.924","173.8525"
"1910","12","173.735","173.869","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.869","173.802"
"1911","1","173.644","173.787","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.787","173.7155"
"1911","2","173.659","173.686","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.686","173.6725"
"1911","3","173.656","173.726","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.726","173.691"
"1911","4","173.817","173.808","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.808","173.8125"
"1911","5","173.9","173.957","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.957","173.9285"
"1911","6","173.918","173.969","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.969","173.9435"
"1911","7","173.86","173.969","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.969","173.9145"
"1911","8","173.817","173.872","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.872","173.8445"
"1911","9","173.79","173.799","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.799","173.7945"
"1911","10","173.793","173.838","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.776","NA","NA","NA","NA","NA","NA","NA","173.807","173.802333333333"
"1911","11","173.671","173.966","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.483","NA","NA","NA","NA","NA","NA","NA","173.7245","173.706666666667"
"1911","12","173.76","173.899","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.742","NA","NA","NA","NA","NA","NA","NA","173.8205","173.800333333333"
"1912","1","173.717","173.878","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.684","NA","NA","NA","NA","NA","NA","NA","173.781","173.759666666667"
"1912","2","173.656","173.695","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.678","NA","NA","NA","NA","NA","NA","NA","173.6865","173.676333333333"
"1912","3","173.702","173.698","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.876","NA","NA","NA","NA","NA","NA","NA","173.787","173.758666666667"
"1912","4","174.022","174.037","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.059","NA","NA","NA","NA","NA","NA","NA","174.048","174.039333333333"
"1912","5","174.116","174.158","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.114","NA","NA","NA","NA","NA","NA","NA","174.136","174.129333333333"
"1912","6","174.137","174.171","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.172","NA","NA","NA","NA","NA","NA","NA","174.1715","174.16"
"1912","7","174.107","174.143","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.132","NA","NA","NA","NA","NA","NA","NA","174.1375","174.127333333333"
"1912","8","174.086","174.155","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.084","NA","NA","NA","NA","NA","NA","NA","174.1195","174.108333333333"
"1912","9","174.089","174.149","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","174.074","NA","NA","NA","NA","NA","NA","NA","174.1115","174.104"
"1912","10","173.982","174.079","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","173.937","NA","NA","NA","NA","NA","NA","NA","174.008","173.999333333333"
